CABra ID  	 32
ANA ID    	 15910000
Longitude 	 -67.387   	 dd
Latitude  	 -9.06     	 dd
Area      	 35801.6254	 km²
Elevation 	 217.4242  	 m
 
PREC, TMIN, TMAX, RH, WIND and SRAD product are derived from the Xavier et al. (2016) dataset
ET product is derived from the GLEAM dataset
PET PM was estimated by Penman-Monteith method
PET PT was estimated by Priestley & Taylor method
PET HG was estimated by Hargreaves method
 
 Year	 Month	   Day	     PREC	       TMIN	       TMAX	         RH	       WIND	       SRAD	       ET	   PET PM	   PET PT	   PET HG
     	      	      	       mm	         °C	         °C	          %	      m s¯¹	     MJ m¯²	       mm	       mm	       mm	       mm
 1980	     1	     1	   25.784	     22.277	     29.885	     91.716	      0.813	     12.773	    4.549	    2.807	    4.094	    3.088
 1980	     1	     2	   32.964	     22.310	     31.470	     90.704	      1.320	     19.598	    3.323	    3.862	    6.012	    4.824
 1980	     1	     3	    2.350	     22.215	     31.280	     89.750	      0.648	     17.424	    4.012	    3.357	    5.397	    4.275
 1980	     1	     4	   17.644	     21.912	     31.480	     87.107	      0.857	     15.580	    3.662	    3.161	    4.879	    3.818
 1980	     1	     5	   10.131	     21.649	     28.978	     92.546	      0.981	     10.949	    5.075	    2.165	    3.575	    2.600
 1980	     1	     6	   11.784	     20.864	     32.030	     86.288	      0.753	     18.662	    2.860	    4.245	    5.713	    4.548
 1980	     1	     7	    2.576	     22.122	     30.223	     89.934	      0.755	     10.964	    4.076	    2.388	    3.603	    2.656
 1980	     1	     8	   18.949	     21.800	     32.503	     81.127	      0.572	     17.203	    4.217	    3.689	    5.350	    4.260
 1980	     1	     9	   11.313	     21.690	     30.877	     86.864	      0.742	     13.282	    4.175	    2.463	    4.231	    3.225
 1980	     1	    10	   26.363	     21.257	     30.331	     88.653	      0.571	     14.476	    3.973	    2.590	    4.535	    3.476
 1980	     1	    11	    6.597	     21.554	     30.749	     86.400	      0.554	     12.982	    2.877	    3.344	    4.143	    3.143
 1980	     1	    12	   13.711	     22.486	     31.139	     89.455	      0.704	     14.823	    4.315	    3.036	    4.682	    3.642
 1980	     1	    13	   24.706	     22.302	     30.846	     89.021	      0.961	     13.208	    5.177	    2.846	    4.228	    3.228
 1980	     1	    14	    1.921	     22.058	     32.014	     83.477	      1.018	     16.518	    4.901	    3.695	    5.157	    4.079
 1980	     1	    15	    5.952	     22.705	     31.596	     86.812	      1.124	     15.227	    4.425	    3.664	    4.810	    3.770
 1980	     1	    16	   23.980	     22.010	     28.888	     92.634	      0.734	     10.720	    4.602	    2.158	    3.522	    2.554
 1980	     1	    17	    9.817	     21.629	     32.385	     86.173	      0.848	     17.728	    3.924	    3.745	    5.490	    4.375
 1980	     1	    18	   29.795	     22.213	     31.883	     88.180	      0.897	     15.090	    4.609	    3.365	    4.762	    3.728
 1980	     1	    19	   10.469	     22.497	     31.323	     91.574	      0.836	     12.806	    4.169	    2.869	    4.129	    3.154
 1980	     1	    20	   19.067	     21.968	     31.411	     85.274	      1.130	     16.239	    4.010	    3.483	    5.064	    3.979
 1980	     1	    21	   10.400	     22.113	     32.288	     85.270	      0.663	     22.451	    4.747	    4.175	    6.840	    5.565
 1980	     1	    22	    6.092	     22.225	     33.375	     88.959	      0.940	     19.416	    4.523	    3.839	    6.014	    4.877
 1980	     1	    23	    3.451	     22.156	     31.490	     88.280	      1.106	     16.332	    4.541	    3.581	    5.098	    4.014
 1980	     1	    24	   13.176	     21.900	     29.965	     90.455	      0.746	     11.347	    4.099	    2.493	    3.700	    2.733
 1980	     1	    25	    7.896	     22.103	     32.413	     84.622	      0.824	     15.755	    4.757	    3.494	    4.954	    3.910
 1980	     1	    26	    3.183	     22.346	     33.182	     85.109	      0.753	     22.034	    4.790	    4.424	    6.763	    5.530
 1980	     1	    27	    6.313	     23.490	     32.203	     86.280	      0.818	     20.183	    3.756	    4.293	    6.246	    5.074
 1980	     1	    28	   31.929	     22.879	     29.791	     90.528	      1.263	     10.481	    5.249	    2.370	    3.488	    2.548
 1980	     1	    29	    7.652	     21.711	     30.963	     86.416	      1.263	     15.519	    5.704	    3.347	    4.848	    3.773
 1980	     1	    30	   24.194	     21.859	     29.808	     88.383	      0.958	     11.997	    4.506	    2.584	    3.873	    2.883
 1980	     1	    31	    6.265	     22.228	     32.173	     85.988	      0.811	     12.620	    4.846	    2.806	    4.081	    3.128
 1980	     2	     1	   51.597	     21.183	     29.657	     88.055	      1.033	      9.808	    6.323	    2.276	    3.265	    2.335
 1980	     2	     2	    5.885	     21.543	     32.105	     88.180	      1.073	     14.218	    4.490	    3.112	    4.504	    3.495
 1980	     2	     3	   14.186	     22.646	     28.821	     93.540	      1.232	     12.188	    5.382	    2.846	    3.934	    2.923
 1980	     2	     4	   17.072	     21.849	     29.098	     92.393	      0.917	     10.471	    4.272	    2.330	    3.455	    2.496
 1980	     2	     5	    6.141	     22.458	     32.673	     83.030	      0.985	     21.492	    4.873	    4.904	    6.595	    5.370
 1980	     2	     6	    0.749	     23.065	     32.713	     79.192	      1.528	     23.348	    4.419	    5.079	    7.154	    5.875
 1980	     2	     7	    0.609	     22.791	     32.471	     75.870	      1.274	     23.869	    5.650	    5.233	    7.284	    5.974
 1980	     2	     8	   28.980	     22.444	     32.261	     80.086	      1.178	     17.769	    5.910	    4.435	    5.528	    4.420
 1980	     2	     9	   22.681	     23.456	     32.338	     79.748	      0.644	     18.146	    3.809	    3.550	    5.671	    4.567
 1980	     2	    10	    0.485	     22.138	     33.927	     81.138	      1.160	     20.576	    4.859	    3.621	    6.360	    5.194
 1980	     2	    11	   15.069	     22.645	     32.075	     85.625	      1.248	     17.694	    4.259	    3.957	    5.509	    4.401
 1980	     2	    12	    1.157	     22.703	     31.029	     86.928	      0.957	     13.375	    4.032	    3.074	    4.289	    3.291
 1980	     2	    13	   12.866	     22.769	     30.704	     89.141	      0.959	     10.939	    4.281	    2.576	    3.618	    2.683
 1980	     2	    14	    8.580	     21.756	     28.593	     92.484	      0.786	     10.286	    4.636	    2.240	    3.398	    2.435
 1980	     2	    15	    1.229	     21.539	     30.152	     88.295	      0.942	     10.697	    4.121	    2.623	    3.517	    2.572
 1980	     2	    16	   14.492	     22.215	     31.294	     85.753	      1.326	     14.849	    4.255	    3.741	    4.685	    3.644
 1980	     2	    17	    9.665	     21.995	     31.065	     89.875	      0.750	     12.084	    4.990	    2.709	    3.915	    2.951
 1980	     2	    18	   32.805	     22.099	     33.071	     82.760	      0.661	     19.117	    4.306	    3.995	    5.916	    4.779
 1980	     2	    19	   16.839	     22.236	     32.111	     90.055	      0.886	     21.412	    4.803	    4.408	    6.543	    5.304
 1980	     2	    20	    0.941	     22.030	     33.691	     80.795	      1.197	     24.257	    4.328	    5.155	    7.410	    6.101
 1980	     2	    21	    0.836	     22.739	     32.798	     78.710	      1.065	     23.117	    4.286	    5.336	    7.076	    5.803
 1980	     2	    22	    2.197	     22.763	     32.744	     83.880	      1.060	     18.506	    5.110	    4.339	    5.757	    4.643
 1980	     2	    23	   43.341	     22.803	     31.545	     82.225	      0.863	     20.357	    4.796	    4.501	    6.249	    5.044
 1980	     2	    24	    6.717	     22.553	     31.027	     88.656	      1.245	     15.646	    4.391	    3.263	    4.910	    3.843
 1980	     2	    25	    5.584	     22.618	     32.093	     84.941	      0.977	     17.294	    4.138	    3.698	    5.394	    4.301
 1980	     2	    26	    2.161	     22.555	     31.982	     83.828	      1.478	     16.844	    3.594	    4.052	    5.263	    4.182
 1980	     2	    27	   16.486	     22.207	     30.029	     89.700	      1.304	     10.604	    4.554	    2.431	    3.506	    2.565
 1980	     2	    28	    5.941	     22.246	     32.380	     83.393	      1.693	     20.301	    4.742	    4.488	    6.236	    5.045
 1980	     2	    29	   13.218	     22.897	     30.673	     83.567	      1.123	     14.320	    5.392	    3.434	    4.548	    3.518
 1980	     3	     1	   26.656	     22.824	     31.316	     82.913	      1.163	     12.215	    6.813	    2.797	    3.973	    3.019
 1980	     3	     2	   27.374	     22.600	     32.433	     82.643	      1.057	     17.320	    6.259	    3.809	    5.407	    4.323
 1980	     3	     3	   15.389	     23.267	     31.854	     86.097	      1.083	     17.458	    4.189	    4.245	    5.455	    4.363
 1980	     3	     4	    2.348	     22.511	     30.343	     88.966	      1.086	     12.571	    4.499	    2.797	    4.050	    3.062
 1980	     3	     5	    7.885	     21.781	     31.763	     87.490	      1.032	     17.269	    5.782	    3.580	    5.349	    4.240
 1980	     3	     6	    4.409	     22.199	     30.551	     90.620	      0.967	     17.271	    4.129	    3.195	    5.334	    4.203
 1980	     3	     7	    7.973	     22.331	     29.616	     88.770	      1.736	     12.197	    4.243	    2.571	    3.934	    2.941
 1980	     3	     8	    5.448	     20.837	     29.379	     88.568	      1.142	     13.006	    3.611	    2.859	    4.106	    3.074
 1980	     3	     9	   19.629	     21.257	     30.492	     89.633	      0.915	     15.964	    5.866	    2.755	    4.940	    3.840
 1980	     3	    10	    9.549	     21.791	     30.650	     89.711	      1.306	     15.332	    4.980	    3.210	    4.787	    3.717
 1980	     3	    11	    3.412	     22.488	     31.851	     85.384	      1.043	     20.120	    4.629	    4.514	    6.173	    4.984
 1980	     3	    12	    0.988	     22.196	     31.562	     88.133	      0.950	     14.050	    4.727	    2.977	    4.463	    3.458
 1980	     3	    13	   11.598	     21.841	     31.522	     87.114	      0.559	     15.494	    4.756	    3.286	    4.849	    3.796
 1980	     3	    14	    9.089	     22.957	     31.452	     88.981	      0.773	     15.304	    4.683	    3.609	    4.831	    3.794
 1980	     3	    15	    0.402	     22.803	     32.475	     87.100	      0.870	     21.124	    4.509	    4.258	    6.488	    5.287
 1980	     3	    16	    5.258	     22.357	     31.940	     89.784	      0.604	     17.079	    3.607	    3.332	    5.315	    4.228
 1980	     3	    17	    7.388	     22.117	     28.369	     90.790	      0.927	     10.104	    4.639	    2.175	    3.350	    2.396
 1980	     3	    18	   10.958	     22.087	     30.836	     86.068	      1.039	     17.259	    3.450	    3.504	    5.328	    4.208
 1980	     3	    19	    2.519	     22.871	     31.459	     85.999	      1.168	     18.456	    4.011	    4.017	    5.704	    4.571
 1980	     3	    20	   28.499	     22.376	     27.601	     94.128	      0.728	     10.048	    6.778	    2.074	    3.334	    2.369
 1980	     3	    21	    2.066	     21.878	     29.381	     90.443	      0.830	     14.449	    2.996	    3.016	    4.519	    3.457
 1980	     3	    22	    0.602	     22.205	     31.364	     90.785	      0.893	     16.704	    3.405	    3.200	    5.188	    4.102
 1980	     3	    23	    6.231	     21.892	     31.824	     90.131	      0.521	     16.340	    3.709	    3.484	    5.087	    4.019
 1980	     3	    24	    2.805	     22.258	     32.038	     88.457	      1.109	     16.505	    4.286	    3.608	    5.149	    4.086
 1980	     3	    25	    5.329	     23.314	     32.814	     86.646	      0.784	     20.872	    4.035	    4.494	    6.441	    5.273
 1980	     3	    26	    1.063	     23.375	     31.539	     88.865	      0.827	     13.744	    4.221	    2.710	    4.405	    3.427
 1980	     3	    27	    7.270	     23.172	     31.110	     90.061	      0.777	     14.147	    4.235	    3.451	    4.502	    3.502
 1980	     3	    28	    6.136	     22.804	     32.427	     82.493	      0.734	     18.696	    5.211	    3.768	    5.789	    4.677
 1980	     3	    29	    7.172	     22.799	     31.333	     86.081	      0.946	     14.199	    3.212	    2.931	    4.509	    3.509
 1980	     3	    30	    1.409	     22.054	     31.245	     87.927	      1.172	     13.255	    5.023	    2.705	    4.225	    3.245
 1980	     3	    31	    9.314	     22.956	     31.188	     89.805	      1.181	     13.586	    4.261	    3.078	    4.340	    3.358
 1980	     4	     1	    5.253	     22.815	     30.433	     93.625	      0.945	     12.874	    4.486	    2.647	    4.129	    3.150
 1980	     4	     2	   12.645	     23.147	     30.911	     87.381	      0.921	     12.388	    3.503	    3.129	    4.010	    3.059
 1980	     4	     3	    2.543	     22.336	     30.537	     90.899	      0.805	     13.934	    4.182	    2.463	    4.405	    3.395
 1980	     4	     4	   10.919	     22.753	     30.712	     88.494	      0.965	     12.992	    3.888	    2.863	    4.162	    3.187
 1980	     4	     5	    0.975	     22.691	     31.724	     86.633	      0.432	     16.890	    3.046	    3.161	    5.254	    4.187
 1980	     4	     6	    4.413	     22.742	     29.564	     92.530	      1.120	     11.284	    2.819	    2.414	    3.681	    2.732
 1980	     4	     7	    6.725	     21.926	     30.490	     88.275	      1.087	     14.200	    2.966	    2.518	    4.462	    3.442
 1980	     4	     8	    0.219	     23.382	     32.677	     83.528	      1.203	     19.866	    4.085	    4.397	    6.140	    5.015
 1980	     4	     9	    4.974	     22.282	     33.018	     83.663	      1.433	     22.369	    5.010	    4.668	    6.824	    5.600
 1980	     4	    10	    4.795	     23.516	     31.747	     88.536	      1.249	     16.254	    3.923	    3.400	    5.100	    4.068
 1980	     4	    11	    8.586	     22.789	     32.482	     83.060	      1.149	     15.616	    5.812	    3.358	    4.912	    3.908
 1980	     4	    12	   15.629	     23.160	     30.013	     89.437	      1.029	     12.036	    4.550	    2.762	    3.897	    2.943
 1980	     4	    13	   19.247	     21.347	     30.879	     87.833	      0.694	     15.454	    4.487	    3.151	    4.788	    3.738
 1980	     4	    14	    5.186	     21.699	     31.722	     83.076	      1.102	     20.583	    4.214	    4.137	    6.243	    5.046
 1980	     4	    15	    3.204	     21.472	     31.802	     88.067	      1.060	     18.641	    4.505	    3.755	    5.693	    4.563
 1980	     4	    16	    4.609	     23.190	     30.740	     91.683	      1.180	     15.561	    4.341	    3.455	    4.870	    3.837
 1980	     4	    17	    6.172	     22.303	     31.696	     86.978	      0.653	     16.750	    3.952	    3.469	    5.191	    4.133
 1980	     4	    18	    0.255	     22.355	     30.608	     90.852	      0.935	     12.948	    3.672	    2.989	    4.125	    3.158
 1980	     4	    19	    1.263	     21.948	     31.723	     85.296	      0.909	     17.070	    4.069	    2.484	    5.267	    4.196
 1980	     4	    20	    0.000	     21.695	     32.769	     84.883	      0.723	     19.912	    3.821	    4.159	    6.082	    4.939
 1980	     4	    21	    0.000	     23.368	     33.901	     84.641	      0.812	     20.256	    3.940	    4.086	    6.277	    5.181
 1980	     4	    22	    0.000	     22.308	     31.562	     89.560	      0.986	     11.439	    3.774	    2.246	    3.723	    2.819
 1980	     4	    23	    1.186	     23.321	     31.388	     88.088	      1.111	     11.968	    4.519	    3.429	    3.888	    2.976
 1980	     4	    24	    1.407	     22.308	     30.581	     90.627	      0.572	     12.779	    3.763	    2.616	    4.073	    3.114
 1980	     4	    25	    0.000	     21.811	     30.081	     90.770	      0.627	     13.760	    3.891	    2.192	    4.315	    3.315
 1980	     4	    26	    1.011	     21.959	     32.459	     85.499	      0.530	     17.806	    3.689	    3.392	    5.484	    4.414
 1980	     4	    27	    0.039	     21.836	     31.006	     92.554	      1.073	     14.714	    4.041	    2.534	    4.592	    3.584
 1980	     4	    28	    3.620	     22.353	     30.629	     86.787	      0.959	     16.111	    3.935	    3.632	    4.980	    3.930
 1980	     4	    29	    7.328	     22.716	     31.425	     82.503	      1.347	     20.764	    4.229	    4.437	    6.306	    5.132
 1980	     4	    30	    1.230	     23.137	     31.820	     85.658	      1.208	     17.320	    3.575	    4.232	    5.366	    4.320
 1980	     5	     1	    2.702	     22.902	     31.942	     86.289	      0.865	     16.870	    3.532	    3.650	    5.236	    4.204
 1980	     5	     2	   10.528	     22.324	     29.987	     88.223	      0.976	     13.751	    3.594	    3.010	    4.320	    3.331
 1980	     5	     3	    0.745	     22.283	     27.974	     91.383	      0.417	     10.582	    3.985	    2.282	    3.444	    2.502
 1980	     5	     4	    7.989	     21.884	     29.082	     89.721	      1.056	     12.200	    4.352	    2.989	    3.874	    2.908
 1980	     5	     5	    1.612	     22.266	     31.103	     87.425	      0.833	     15.759	    2.550	    2.970	    4.883	    3.861
 1980	     5	     6	    1.749	     21.802	     29.985	     92.136	      0.939	     12.175	    3.735	    2.432	    3.877	    2.930
 1980	     5	     7	    4.428	     22.879	     31.442	     88.253	      1.279	     16.088	    3.146	    3.106	    4.999	    3.984
 1980	     5	     8	    1.965	     22.765	     31.873	     87.002	      0.735	     15.255	    3.897	    4.012	    4.773	    3.791
 1980	     5	     9	    2.516	     22.908	     32.467	     84.528	      0.665	     19.151	    3.151	    3.877	    5.881	    4.798
 1980	     5	    10	    5.214	     23.246	     32.227	     86.804	      1.122	     19.578	    3.823	    4.140	    6.006	    4.910
 1980	     5	    11	    5.999	     23.531	     33.037	     83.644	      1.201	     21.657	    4.193	    4.689	    6.636	    5.497
 1980	     5	    12	    0.469	     23.711	     32.942	     78.354	      1.096	     22.713	    3.996	    5.245	    6.944	    5.771
 1980	     5	    13	    1.582	     23.774	     33.029	     82.420	      0.679	     21.000	    3.746	    4.507	    6.454	    5.344
 1980	     5	    14	    0.000	     22.980	     31.710	     86.013	      0.997	     16.603	    3.477	    3.406	    5.144	    4.128
 1980	     5	    15	    0.050	     22.559	     31.966	     86.758	      0.823	     16.753	    3.349	    3.582	    5.178	    4.158
 1980	     5	    16	    0.062	     22.959	     32.092	     86.590	      0.873	     16.654	    3.535	    3.616	    5.165	    4.158
 1980	     5	    17	    3.090	     22.360	     31.557	     86.443	      0.846	     15.663	    3.697	    3.429	    4.858	    3.861
 1980	     5	    18	    1.352	     22.707	     32.490	     81.833	      0.875	     17.746	    3.973	    4.297	    5.471	    4.438
 1980	     5	    19	    5.112	     23.091	     31.919	     87.558	      0.992	     14.588	    3.775	    3.550	    4.589	    3.640
 1980	     5	    20	    5.687	     23.146	     33.210	     81.737	      0.995	     21.103	    3.298	    4.381	    6.460	    5.344
 1980	     5	    21	    1.926	     22.940	     32.859	     81.678	      1.067	     20.175	    3.206	    4.406	    6.174	    5.079
 1980	     5	    22	    1.240	     23.202	     33.089	     82.560	      0.772	     19.701	    2.736	    4.139	    6.058	    4.989
 1980	     5	    23	    2.706	     23.564	     32.512	     80.331	      1.358	     19.645	    4.722	    4.336	    6.032	    4.960
 1980	     5	    24	    1.846	     23.208	     30.074	     93.160	      1.218	     11.941	    3.935	    1.906	    3.837	    2.923
 1980	     5	    25	    8.798	     22.565	     29.629	     89.785	      0.858	     12.910	    3.400	    3.592	    4.073	    3.122
 1980	     5	    26	    0.646	     22.767	     31.659	     85.496	      0.966	     17.734	    3.197	    4.012	    5.439	    4.397
 1980	     5	    27	    1.418	     22.801	     31.942	     81.654	      0.699	     18.904	    3.738	    4.065	    5.775	    4.703
 1980	     5	    28	    5.759	     22.760	     31.027	     88.634	      0.548	     13.374	    4.006	    2.854	    4.224	    3.292
 1980	     5	    29	    2.081	     22.232	     32.523	     85.680	      0.673	     15.571	    3.168	    3.170	    4.841	    3.875
 1980	     5	    30	    0.000	     22.527	     31.652	     90.382	      0.691	     13.914	    3.068	    2.956	    4.375	    3.440
 1980	     5	    31	    0.000	     21.498	     29.933	     92.985	      0.335	     10.316	    2.983	    1.980	    3.355	    2.472
 1980	     6	     1	    0.000	     21.798	     30.754	     89.337	      0.487	     11.194	    2.616	    2.448	    3.604	    2.718
 1980	     6	     2	    0.000	     22.824	     31.139	     86.926	      1.011	     12.275	    3.025	    2.746	    3.926	    3.027
 1980	     6	     3	    0.673	     22.278	     31.201	     92.480	      0.864	     13.529	    2.424	    2.831	    4.253	    3.319
 1980	     6	     4	    0.032	     21.819	     31.598	     87.437	      0.907	     18.194	    3.503	    3.114	    5.526	    4.460
 1980	     6	     5	    0.021	     21.363	     30.544	     90.377	      1.146	     10.901	    3.128	    2.254	    3.511	    2.627
 1980	     6	     6	    0.000	     21.833	     30.556	     89.973	      0.858	     12.490	    3.766	    2.442	    3.948	    3.026
 1980	     6	     7	    1.623	     21.989	     32.439	     83.275	      0.635	     18.345	    3.224	    3.577	    5.598	    4.549
 1980	     6	     8	    0.000	     22.203	     31.469	     86.526	      0.850	     14.426	    2.972	    3.212	    4.497	    3.546
 1980	     6	     9	    0.071	     22.205	     31.815	     86.912	      0.906	     15.519	    3.152	    2.938	    4.804	    3.830
 1980	     6	    10	    0.012	     22.229	     32.195	     81.197	      0.766	     15.933	    2.845	    2.974	    4.927	    3.949
 1980	     6	    11	    0.071	     20.987	     29.806	     89.186	      0.746	     11.642	    2.892	    1.904	    3.689	    2.769
 1980	     6	    12	    0.052	     21.296	     31.759	     80.416	      0.941	     20.184	    3.728	    4.205	    6.062	    4.928
 1980	     6	    13	    2.674	     21.352	     32.403	     80.060	      0.607	     20.125	    3.335	    4.352	    6.071	    4.954
 1980	     6	    14	    0.863	     22.440	     31.911	     83.744	      0.530	     18.616	    3.849	    3.995	    5.673	    4.614
 1980	     6	    15	    5.143	     22.543	     31.544	     85.527	      0.545	     16.913	    3.364	    3.849	    5.193	    4.180
 1980	     6	    16	    0.125	     22.377	     32.447	     81.872	      1.099	     15.533	    2.899	    3.423	    4.826	    3.869
 1980	     6	    17	    1.838	     21.674	     31.743	     87.469	      1.191	     16.089	    2.943	    3.011	    4.941	    3.944
 1980	     6	    18	    0.031	     22.281	     31.570	     85.165	      0.683	     15.925	    2.761	    3.114	    4.910	    3.923
 1980	     6	    19	    0.018	     21.812	     31.550	     86.418	      0.605	     14.741	    2.810	    3.166	    4.571	    3.611
 1980	     6	    20	    0.000	     21.761	     31.327	     86.474	      0.600	     13.844	    3.150	    2.758	    4.321	    3.381
 1980	     6	    21	    0.725	     20.973	     30.693	     86.763	      0.483	     12.229	    3.372	    2.186	    3.854	    2.939
 1980	     6	    22	    0.000	     21.119	     30.580	     87.971	      0.671	     12.964	    3.895	    2.852	    4.053	    3.117
 1980	     6	    23	    4.959	     21.170	     31.620	     85.482	      0.598	     18.283	    3.432	    3.839	    5.524	    4.451
 1980	     6	    24	    0.353	     21.289	     31.535	     85.359	      0.433	     17.921	    3.525	    3.196	    5.426	    4.364
 1980	     6	    25	    2.218	     22.253	     31.484	     83.990	      0.870	     17.265	    2.483	    3.530	    5.276	    4.248
 1980	     6	    26	    2.806	     22.263	     31.863	     84.682	      0.717	     18.138	    2.788	    3.332	    5.529	    4.482
 1980	     6	    27	    0.632	     21.889	     31.856	     80.922	      0.941	     19.672	    3.336	    4.323	    5.945	    4.842
 1980	     6	    28	    6.363	     20.903	     32.388	     81.780	      0.476	     18.445	    2.931	    4.159	    5.585	    4.517
 1980	     6	    29	    0.103	     21.709	     30.525	     90.928	      1.128	     12.868	    2.887	    2.735	    4.043	    3.113
 1980	     6	    30	    0.294	     21.430	     31.601	     85.234	      0.989	     16.943	    3.351	    3.482	    5.164	    4.136
 1980	     7	     1	    0.335	     21.967	     29.255	     89.397	      0.778	      9.283	    2.986	    1.872	    3.083	    2.219
 1980	     7	     2	    0.020	     21.239	     31.188	     86.406	      0.823	     14.756	    2.499	    2.931	    4.552	    3.577
 1980	     7	     3	    0.027	     20.151	     29.195	     88.050	      1.470	     12.559	    2.927	    2.839	    3.898	    2.940
 1980	     7	     4	    0.080	     20.715	     27.815	     89.786	      1.607	     10.069	    2.554	    2.054	    3.245	    2.333
 1980	     7	     5	    0.959	     19.004	     26.885	     93.508	      1.258	      9.292	    2.481	    1.760	    2.995	    2.086
 1980	     7	     6	    0.106	     20.040	     30.472	     89.349	      0.672	     15.520	    3.110	    2.937	    4.706	    3.681
 1980	     7	     7	    0.751	     20.911	     30.322	     90.473	      1.044	     12.936	    2.734	    2.486	    4.039	    3.093
 1980	     7	     8	    0.000	     21.083	     32.011	     84.933	      0.678	     19.868	    2.513	    3.643	    5.978	    4.853
 1980	     7	     9	    0.071	     21.635	     31.997	     82.763	      0.633	     18.548	    2.809	    3.564	    5.631	    4.558
 1980	     7	    10	    0.000	     21.605	     32.319	     81.307	      0.963	     20.027	    2.678	    4.256	    6.054	    4.937
 1980	     7	    11	    0.020	     21.014	     32.398	     84.133	      0.707	     20.385	    2.507	    4.095	    6.136	    4.998
 1980	     7	    12	    0.000	     21.374	     31.482	     79.748	      1.038	     16.382	    2.728	    3.483	    5.011	    3.991
 1980	     7	    13	    0.000	     21.535	     31.083	     86.721	      0.793	     16.482	    2.794	    3.252	    5.034	    4.004
 1980	     7	    14	    0.818	     20.630	     32.342	     84.946	      0.760	     19.898	    2.981	    3.789	    5.985	    4.854
 1980	     7	    15	    0.000	     22.171	     32.374	     83.704	      0.607	     20.501	    2.924	    4.086	    6.214	    5.090
 1980	     7	    16	    0.072	     21.848	     32.815	     83.920	      0.655	     19.702	    3.025	    3.781	    5.993	    4.898
 1980	     7	    17	    0.073	     21.923	     32.557	     83.028	      1.113	     20.429	    2.842	    4.066	    6.193	    5.068
 1980	     7	    18	    0.028	     21.860	     32.263	     84.968	      1.214	     17.492	    3.175	    3.624	    5.359	    4.323
 1980	     7	    19	    0.941	     21.653	     33.100	     81.707	      1.169	     19.625	    2.972	    4.175	    5.976	    4.883
 1980	     7	    20	    0.057	     21.652	     33.098	     81.676	      0.806	     20.609	    2.984	    4.280	    6.255	    5.128
 1980	     7	    21	    0.000	     21.814	     33.265	     77.780	      1.079	     21.654	    2.926	    4.447	    6.566	    5.408
 1980	     7	    22	    0.000	     20.306	     33.642	     71.697	      0.568	     21.855	    2.913	    4.408	    6.579	    5.390
 1980	     7	    23	    0.071	     21.617	     32.608	     79.589	      0.751	     17.402	    2.888	    3.477	    5.339	    4.304
 1980	     7	    24	    0.000	     22.156	     30.899	     90.259	      0.924	     12.454	    2.880	    2.294	    3.963	    3.040
 1980	     7	    25	    0.294	     21.422	     32.316	     84.363	      0.911	     18.663	    2.644	    3.664	    5.678	    4.592
 1980	     7	    26	    0.343	     21.747	     31.635	     84.438	      0.855	     17.942	    3.097	    4.107	    5.470	    4.398
 1980	     7	    27	    1.331	     22.515	     32.964	     79.769	      1.527	     21.936	    3.249	    4.713	    6.669	    5.502
 1980	     7	    28	    4.306	     21.837	     32.662	     81.490	      1.087	     17.764	    3.036	    3.657	    5.453	    4.408
 1980	     7	    29	    0.331	     21.762	     33.301	     76.850	      0.904	     21.073	    2.610	    4.390	    6.407	    5.262
 1980	     7	    30	    0.000	     23.307	     33.060	     83.306	      1.104	     18.873	    3.142	    4.018	    5.830	    4.781
 1980	     7	    31	    0.413	     21.826	     31.596	     85.887	      1.563	     12.226	    3.325	    2.937	    3.907	    2.998
 1980	     8	     1	    0.459	     20.709	     31.099	     82.966	      1.082	     14.361	    3.051	    2.492	    4.448	    3.458
 1980	     8	     2	    0.044	     20.925	     30.813	     87.942	      0.951	     16.311	    2.883	    3.244	    4.978	    3.923
 1980	     8	     3	    0.079	     19.953	     30.984	     83.494	      0.691	     14.969	    2.693	    2.356	    4.589	    3.568
 1980	     8	     4	    1.980	     21.129	     31.948	     78.598	      0.624	     19.927	    2.703	    3.954	    6.018	    4.867
 1980	     8	     5	    0.131	     21.791	     32.529	     85.077	      0.636	     15.302	    2.949	    2.641	    4.770	    3.789
 1980	     8	     6	    0.099	     22.810	     33.239	     81.747	      0.552	     17.981	    3.137	    3.919	    5.571	    4.539
 1980	     8	     7	    0.071	     23.141	     32.969	     86.511	      0.418	     15.910	    2.938	    2.815	    4.992	    4.019
 1980	     8	     8	    0.000	     22.146	     33.133	     79.663	      0.883	     19.956	    2.869	    4.282	    6.108	    4.995
 1980	     8	     9	    0.020	     21.053	     33.502	     81.309	      0.714	     19.741	    3.359	    4.016	    6.019	    4.902
 1980	     8	    10	    1.757	     21.416	     31.550	     87.978	      0.810	     11.883	    2.778	    2.447	    3.810	    2.898
 1980	     8	    11	    0.597	     21.813	     31.096	     90.242	      0.752	     11.871	    2.916	    2.975	    3.813	    2.894
 1980	     8	    12	    3.977	     21.631	     31.876	     87.950	      0.543	     13.357	    2.965	    2.790	    4.225	    3.279
 1980	     8	    13	    0.168	     21.893	     32.895	     79.560	      0.576	     20.759	    3.123	    4.241	    6.324	    5.168
 1980	     8	    14	    0.159	     21.377	     33.737	     80.633	      0.659	     18.010	    3.085	    3.738	    5.553	    4.500
