"Stations_id","Referenzjahr","Qualitaetsniveau","Objekt_id","Phase_id","Eintrittsdatum","Eintrittsdatum_QB","Date","Year","Month","Day","rad_global_apr","soil_moist_apr","precip_apr","temp_max_apr","temp_min_apr","Bundesland","Hoehe","Lon","Lat","Naturraumgruppe","Stationsname","Apfelbluete"
7521,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,129.647796630859,97,66.9922409057617,11.6,2.7,"Schleswig-Holstein",25,9.8167,54.4333,"Schleswig-Holsteinisches Hügelland","Goosefeld ",120
7549,2023,10,311,5,20230507,1,2023-05-07,2023,5,7,128.886383056641,95.0183258056641,37,10.9982055664063,2.7,"Schleswig-Holstein",60,10.6667,54.1167,"Schleswig-Holsteinisches Hügelland","Süsel-Röbel ",127
7549,2024,10,311,5,20240425,1,2024-04-25,2024,4,25,107.176429748535,100,80,12.8982055664063,4.8,"Schleswig-Holstein",60,10.6667,54.1167,"Schleswig-Holsteinisches Hügelland","Süsel-Röbel ",115
7592,2023,10,311,5,20230502,1,2023-05-02,2023,5,2,121.450637817383,93,37.8039779663086,12.831315612793,2.572389793396,"Schleswig-Holstein",20,10.6333,53.4833,"Südwestliches Vorland der Mecklenburgischenseenplatte ","Büchen",122
7592,2024,10,311,5,20240413,1,2024-04-13,2024,4,13,110.332527160645,95,79.8039779663086,14.9723892211914,5.41960220336914,"Schleswig-Holstein",20,10.6333,53.4833,"Südwestliches Vorland der Mecklenburgischenseenplatte ","Büchen",103
7622,2023,10,311,5,20230429,1,2023-04-29,2023,4,29,132.444458007812,98,59.8505821228027,12.1,2.50599536895752,"Schleswig-Holstein",1,9.0667,54.5,"Schleswig-Holsteinische Geest ","Husum (Nord)",119
7622,2024,10,311,5,20240423,1,2024-04-23,2024,4,23,103.974952697754,104,114.485244750977,12.642529296875,4.60599555969238,"Schleswig-Holstein",1,9.0667,54.5,"Schleswig-Holsteinische Geest ","Husum (Nord)",113
7623,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,133.570236206055,98,58,12.1,2.6,"Schleswig-Holstein",20,9.1333,54.6667,"Schleswig-Holsteinische Geest ","Joldelund (Ph)",120
7623,2024,10,311,5,20240416,1,2024-04-16,2024,4,16,103.204208374023,104,115.93147277832,12.8,4.6,"Schleswig-Holstein",20,9.1333,54.6667,"Schleswig-Holsteinische Geest ","Joldelund (Ph)",106
7624,2024,10,311,5,20240503,1,2024-05-03,2024,5,3,106.876327514648,104,78,12.9,5.4,"Schleswig-Holstein",3,8.65,54.5167,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Pellworm",123
7650,2023,10,311,5,20230505,1,2023-05-05,2023,5,5,128.635284423828,93.8692398071289,30.4932460784912,10.7221862792969,2.8,"Schleswig-Holstein",10,10.8167,54.1,"Schleswig-Holsteinisches Hügelland","Neustadt i. Holst.",125
7650,2024,10,311,5,20240414,1,2024-04-14,2024,4,14,108.31672668457,98.8692398071289,71.4028549194336,12.9131469726562,4.71314697265625,"Schleswig-Holstein",10,10.8167,54.1,"Schleswig-Holsteinisches Hügelland","Neustadt i. Holst.",104
7650,2025,1,311,5,20250424,1,2025-04-24,2025,4,24,138.889373779297,67,7.40285444259644,14.0860092163086,4.20903930664062,"Schleswig-Holstein",10,10.8167,54.1,"Schleswig-Holsteinisches Hügelland","Neustadt i. Holst.",114
7662,2023,10,311,5,20230421,1,2023-04-21,2023,4,21,120.503387451172,95,49,12.4,2.67444438934326,"Schleswig-Holstein",10,9.7833,53.7333,"Schleswig-Holsteinische Geest ","Ellerhoop ",111
7662,2024,10,311,5,20240407,1,2024-04-07,2024,4,7,102.71070098877,99,85,14.3,5.57444458007812,"Schleswig-Holstein",10,9.7833,53.7333,"Schleswig-Holsteinische Geest ","Ellerhoop ",97
7665,2023,10,311,5,20230426,1,2023-04-26,2023,4,26,121.814208984375,94,48.5619964599609,12.5173553466797,2.9,"Schleswig-Holstein",10,9.85,53.6333,"Schleswig-Holsteinische Geest ","Halstenbek",116
7682,2024,10,311,5,20240501,1,2024-05-01,2024,5,1,104.341468811035,101,73.0794219970703,12.8321273803711,5.14880867004395,"Schleswig-Holstein",50,10.5,54.3167,"Schleswig-Holsteinisches Hügelland","Giekau",121
7689,2025,1,311,5,20250428,1,2025-04-28,2025,4,28,135.483215332031,68.8139495849609,18.4716167449951,14.0222381591797,4.55366973876953,"Schleswig-Holstein",30,10.5833,54.3,"Schleswig-Holsteinisches Hügelland","Lütjenburg/Holst. ",118
7697,2023,10,311,5,20230509,1,2023-05-09,2023,5,9,126.173042297363,96,40,11.6662185668945,2.56621837615967,"Schleswig-Holstein",45,10.1667,54.1167,"Schleswig-Holsteinisches Hügelland","Wankendorf-Obendorf ",129
7697,2024,10,311,5,20240418,1,2024-04-18,2024,4,18,101.880989074707,101,90,13.1662185668945,4.96621856689453,"Schleswig-Holstein",45,10.1667,54.1167,"Schleswig-Holsteinisches Hügelland","Wankendorf-Obendorf ",108
7711,2023,10,311,5,20230505,1,2023-05-05,2023,5,5,122.244186401367,97,59.1160736083984,12.0865112304687,2.39974613189697,"Schleswig-Holstein",60,9.65,54.0833,"Schleswig-Holsteinische Geest ","Hohenwestedt (Ph) ",125
7711,2024,10,311,5,20240415,1,2024-04-15,2024,4,15,99.6747436523438,102,99.1186141967773,13.3865112304688,4.70162773132324,"Schleswig-Holstein",60,9.65,54.0833,"Schleswig-Holsteinische Geest ","Hohenwestedt (Ph) ",105
7721,2023,10,311,5,20230509,1,2023-05-09,2023,5,9,122.967147827148,97,66.6529159545898,12.2601188659668,3.1601188659668,"Schleswig-Holstein",25,9.4333,54.1167,"Schleswig-Holsteinische Geest ","Osterholzteich",129
7721,2024,10,311,5,20240415,1,2024-04-15,2024,4,15,99.698974609375,102,99.7976226806641,13.4601181030273,5.2601188659668,"Schleswig-Holstein",25,9.4333,54.1167,"Schleswig-Holsteinische Geest ","Osterholzteich",105
7730,2023,10,311,5,20230507,1,2023-05-07,2023,5,7,132.641937255859,97,60.3255004882812,11.0901870727539,3,"Schleswig-Holstein",20,9.8333,54.6167,"Schleswig-Holsteinisches Hügelland","Boren ",127
7730,2024,10,311,5,20240426,1,2024-04-26,2024,4,26,103.373847961426,103,102.847259521484,12.4901870727539,4.9,"Schleswig-Holstein",20,9.8333,54.6167,"Schleswig-Holsteinisches Hügelland","Boren ",116
7730,2025,1,311,5,20250426,1,2025-04-26,2025,4,26,134.857757568359,71,31.3255004882812,14.0901870727539,4.79018707275391,"Schleswig-Holstein",20,9.8333,54.6167,"Schleswig-Holsteinisches Hügelland","Boren ",116
7734,2023,10,311,5,20230429,1,2023-04-29,2023,4,29,130.812637329102,97,67,12.2,3,"Schleswig-Holstein",5,9.3333,54.45,"Schleswig-Holsteinische Geest ","Hollingstedt",119
7734,2024,10,311,5,20240415,1,2024-04-15,2024,4,15,101.255416870117,103,101.291015625,13.1979537963867,4.9,"Schleswig-Holstein",5,9.3333,54.45,"Schleswig-Holsteinische Geest ","Hollingstedt",105
7736,2023,10,311,5,20230505,1,2023-05-05,2023,5,5,131.680694580078,98,70.3634567260742,12.1,2.91364841461182,"Schleswig-Holstein",15,9.4,54.55,"Schleswig-Holsteinische Geest ","Jübek ",125
7736,2024,10,311,5,20240504,1,2024-05-04,2024,5,4,100.652114868164,104,107.850959777832,13.0285522460937,4.81364860534668,"Schleswig-Holstein",15,9.4,54.55,"Schleswig-Holsteinische Geest ","Jübek ",124
7737,2023,10,311,5,20230508,1,2023-05-08,2023,5,8,129.658843994141,97,71.8767776489258,12.1,2.9,"Schleswig-Holstein",15,9.5167,54.4167,"Schleswig-Holsteinische Geest ","Kropp ",128
7737,2024,10,311,5,20240428,1,2024-04-28,2024,4,28,100.344284057617,103,96.5348892211914,13.2,4.9,"Schleswig-Holstein",15,9.5167,54.4167,"Schleswig-Holsteinische Geest ","Kropp ",118
7743,2023,10,311,5,20230509,1,2023-05-09,2023,5,9,129.515258789062,97.9898376464844,66.1100387573242,12.2010536193848,3.1,"Schleswig-Holstein",10,9.2167,54.35,"Schleswig-Holsteinische Geest ","Süderstapel ",129
7743,2025,1,311,5,20250428,1,2025-04-28,2025,4,28,134.909317016602,70,35.9880676269531,14.9143051147461,4.9,"Schleswig-Holstein",10,9.2167,54.35,"Schleswig-Holsteinische Geest ","Süderstapel ",118
7770,2023,10,311,5,20230508,1,2023-05-08,2023,5,8,123.169654846191,95.6388473510742,41.5762825012207,12.1,2.27237319946289,"Schleswig-Holstein",45,10.2,53.9333,"Schleswig-Holsteinische Geest ","Wittenborn (Ph) ",128
7770,2024,10,311,5,20240426,1,2024-04-26,2024,4,26,100.225975036621,100,88.7907028198242,13.4361862182617,4.93618659973145,"Schleswig-Holstein",45,10.2,53.9333,"Schleswig-Holsteinische Geest ","Wittenborn (Ph) ",116
7798,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,123.857452392578,94,36,12.1743995666504,2.47439956665039,"Schleswig-Holstein",25,10.3333,53.8667,"Schleswig-Holsteinisches Hügelland","Sühlen",120
7798,2024,10,311,5,20240412,1,2024-04-12,2024,4,12,103.88606262207,98.9854583740234,79.9791946411133,13.8744003295898,5.17439956665039,"Schleswig-Holstein",25,10.3333,53.8667,"Schleswig-Holsteinisches Hügelland","Sühlen",102
7803,2023,10,311,5,20230504,1,2023-05-04,2023,5,4,120.271331787109,97,67.9151229858398,12.4457557678223,3.3,"Schleswig-Holstein",1,9.1,53.9,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Brunsbüttel (Ph)",124
7803,2024,10,311,5,20240420,1,2024-04-20,2024,4,20,102.05379486084,102,89.8199462890625,13.8095169067383,5.7,"Schleswig-Holstein",1,9.1,53.9,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Brunsbüttel (Ph)",110
7812,2024,10,311,5,20240411,1,2024-04-11,2024,4,11,101.665237426758,102,92,13.6,5.5,"Schleswig-Holstein",20,9.1167,53.9833,"Schleswig-Holsteinische Geest ","Sankt Michaelisdonn (Ph)",101
7812,2025,1,311,5,20250424,1,2025-04-24,2025,4,24,136.110412597656,68,25,15.1,4.7,"Schleswig-Holstein",20,9.1167,53.9833,"Schleswig-Holsteinische Geest ","Sankt Michaelisdonn (Ph)",114
7815,2023,10,311,5,20230503,1,2023-05-03,2023,5,3,121.009704589844,97,64.417594909668,12.4,3.3,"Schleswig-Holstein",1,9.0833,53.9667,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Volsemenhusen ",123
7815,2024,10,311,5,20240415,1,2024-04-15,2024,4,15,101.704818725586,102,92,13.6,5.5,"Schleswig-Holstein",1,9.0833,53.9667,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Volsemenhusen ",105
7824,2023,10,311,5,20230501,1,2023-05-01,2023,5,1,137.143936157227,99,49.7588233947754,12.2,3.61047210693359,"Schleswig-Holstein",3,8.4333,54.7333,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Oldsum",121
7824,2024,10,311,5,20240408,1,2024-04-08,2024,4,8,108.21068572998,104,99.7588195800781,12.7,5.32411766052246,"Schleswig-Holstein",3,8.4333,54.7333,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Oldsum",98
7824,2025,1,311,5,20250420,1,2025-04-20,2025,4,20,127.68758392334,73,25,14.0895278930664,5.11047210693359,"Schleswig-Holstein",3,8.4333,54.7333,"Schleswig-Holsteinische Marschen (und Nordseeinseln)","Oldsum",110
7834,2024,10,311,5,20240410,1,2024-04-10,2024,4,10,104.599578857422,97,83.0627593994141,14.6968612670898,5.9,"Hamburg ",3,10.05,53.55,"Unterelbeniederung","Hamburg-Hamm",100
7834,2025,1,311,5,20250413,1,2025-04-13,2025,4,13,138.962493896484,66,31.9422817230225,16.4968612670898,4.7,"Hamburg ",3,10.05,53.55,"Unterelbeniederung","Hamburg-Hamm",103
7839,2023,10,311,5,20230428,1,2023-04-28,2023,4,28,123.582443237305,93.4115982055664,45.0940055847168,12.8857086181641,3.32693901062012,"Hamburg ",20,9.9833,53.45,"Unterelbeniederung","Hamburg-Harburg (Ph)",118
7839,2024,10,311,5,20240413,1,2024-04-13,2024,4,13,105.062042236328,97,80.0940017700195,14.8857086181641,6.19681510925293,"Hamburg ",20,9.9833,53.45,"Unterelbeniederung","Hamburg-Harburg (Ph)",103
7849,2023,10,311,5,20230429,1,2023-04-29,2023,4,29,125.674179077148,96,38.4418792724609,13.369841003418,3.26984062194824,"Niedersachsen ",35,8.5,52.7,"Ems-Hunte-Geest ","Barnstorf (Ph)",119
7849,2024,10,311,5,20240409,1,2024-04-09,2024,4,9,103.405578613281,99,69.2805709838867,15.1558120727539,6.36984062194824,"Niedersachsen ",35,8.5,52.7,"Ems-Hunte-Geest ","Barnstorf (Ph)",99
7849,2025,1,311,5,20250414,1,2025-04-14,2025,4,14,142.915100097656,67,25.140287399292,17.107194519043,4.56984062194824,"Niedersachsen ",35,8.5,52.7,"Ems-Hunte-Geest ","Barnstorf (Ph)",104
7854,2023,10,311,5,20230427,1,2023-04-27,2023,4,27,123.87166595459,96,41.9003143310547,13.3567047119141,3.18000736236572,"Niedersachsen ",45,8.5167,52.6,"Dümmer-Geestniederung ","Hemsloh ",117
7854,2024,10,311,5,20240408,1,2024-04-08,2024,4,8,103.829048156738,99,73.9003143310547,15.1334014892578,6.33340110778809,"Niedersachsen ",45,8.5167,52.6,"Dümmer-Geestniederung ","Hemsloh ",98
7857,2023,10,311,5,20230418,1,2023-04-18,2023,4,18,125.456367492676,95,38,13.4,3.1,"Niedersachsen ",40,8.8333,52.6,"Dümmer-Geestniederung ","Kirchdorf b. Sulingen ",108
7857,2024,10,311,5,20240406,1,2024-04-06,2024,4,6,105.21361541748,98,63.0210762023926,15.2,6.4,"Niedersachsen ",40,8.8333,52.6,"Dümmer-Geestniederung ","Kirchdorf b. Sulingen ",96
7865,2023,10,311,5,20230423,1,2023-04-23,2023,4,23,123.560150146484,95,40,13.5,3.1292236328125,"Niedersachsen ",40,8.5667,52.5667,"Dümmer-Geestniederung ","Wagenfeld ",113
7865,2024,10,311,5,20240412,1,2024-04-12,2024,4,12,104.073028564453,99,69.8600616455078,15.2,6.4,"Niedersachsen ",40,8.5667,52.5667,"Dümmer-Geestniederung ","Wagenfeld ",102
7865,2025,1,311,5,20250417,1,2025-04-17,2025,4,17,144.610687255859,66,25,17.2,4.3,"Niedersachsen ",40,8.5667,52.5667,"Dümmer-Geestniederung ","Wagenfeld ",107
7881,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,129.518646240234,94,39,13.4,3.1,"Niedersachsen ",15,9.1833,52.85,"Weser-Aller-Flachland ","Hilgermissen",120
7920,2023,10,311,5,20230501,1,2023-05-01,2023,5,1,122.853782653809,93,32.1550064086914,13.5,3,"Niedersachsen ",37,9.4667,52.5333,"Weser-Aller-Flachland ","Neustadt a. Rübenberge-Empede ",121
7920,2024,10,311,5,20240406,1,2024-04-06,2024,4,6,108.338485717773,94,62.1550064086914,15.5,6.6,"Niedersachsen ",37,9.4667,52.5333,"Weser-Aller-Flachland ","Neustadt a. Rübenberge-Empede ",96
7923,2023,10,311,5,20230424,1,2023-04-24,2023,4,24,121.19401550293,93,32.5220069885254,13.7976760864258,3.29767570495605,"Niedersachsen ",50,9.45,52.4,"Niedersächsische Börden ","Kolenfeld ",114
7923,2024,10,311,5,20240406,1,2024-04-06,2024,4,6,109.191879272461,94,62.0724754333496,15.9550476074219,6.99767532348633,"Niedersachsen ",50,9.45,52.4,"Niedersächsische Börden ","Kolenfeld ",96
7931,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,124.139793395996,94,34.8452262878418,13.3184387207031,2.91843852996826,"Niedersachsen ",60,9.3,52.5667,"Weser-Aller-Flachland ","Bolsehle",120
7931,2024,10,311,5,20240409,1,2024-04-09,2024,4,9,108.468078613281,96,70.4764556884766,15.1368774414063,6.41843872070312,"Niedersachsen ",60,9.3,52.5667,"Weser-Aller-Flachland ","Bolsehle",99
7943,2023,10,311,5,20230501,1,2023-05-01,2023,5,1,123.868499755859,94,35.0177154541016,13.5,3.1,"Niedersachsen ",35,8.9833,52.5,"Dümmer-Geestniederung ","Nendorf ",121
7943,2024,10,311,5,20240408,1,2024-04-08,2024,4,8,106.227027893066,97,68.8814010620117,15.4015258789063,6.5,"Niedersachsen ",35,8.9833,52.5,"Dümmer-Geestniederung ","Nendorf ",98
7990,2024,10,311,5,20240426,1,2024-04-26,2024,4,26,115.746940612793,89.6179046630859,60.203125,15.4080230712891,5.56988410949707,"Niedersachsen ",200,10.1833,51.5333,"Weser-Leinebergland ","Desingerode ",116
7991,2023,10,311,5,20230504,1,2023-05-04,2023,5,4,116.902717590332,93.8402328491211,36.6806411743164,12.5918128967285,2.91596794128418,"Niedersachsen ",160,10.2167,51.6167,"Weser-Leinebergland ","Gieboldehausen (Ph) ",124
8000,2023,10,311,5,20230507,1,2023-05-07,2023,5,7,115.97624206543,93,36.1286392211914,12.9326599121094,2.78713607788086,"Niedersachsen ",110,9.8667,51.8167,"Weser-Leinebergland ","Einbeck (Ph)",127
8000,2024,10,311,5,20240409,1,2024-04-09,2024,4,9,108.915596008301,90,62.4483032226562,15.9197952270508,5.98713607788086,"Niedersachsen ",110,9.8667,51.8167,"Weser-Leinebergland ","Einbeck (Ph)",99
8007,2023,10,311,5,20230505,1,2023-05-05,2023,5,5,116.201568603516,95.9674682617188,44.0657615661621,11.682218170166,2.15431423187256,"Niedersachsen ",260,10.0667,51.55,"Weser-Leinebergland ","Waake ",125
8007,2024,10,311,5,20240409,1,2024-04-09,2024,4,9,113.862060546875,91.9601593017578,64.0266342163086,14.7790222167969,5.05431442260742,"Niedersachsen ",260,10.0667,51.55,"Weser-Leinebergland ","Waake ",99
8007,2025,1,311,5,20250416,1,2025-04-16,2025,4,16,150.907928466797,67.9601593017578,41.640007019043,16.5790222167969,3.77191276550293,"Niedersachsen ",260,10.0667,51.55,"Weser-Leinebergland ","Waake ",106
8008,2023,10,311,5,20230424,1,2023-04-24,2023,4,24,118.467376708984,93,35.1811637878418,12.8,2.70657978057861,"Niedersachsen ",120,10.1333,52.0167,"Weser-Leinebergland ","Bockenem (Ph) ",114
8008,2024,10,311,5,20240405,1,2024-04-05,2024,4,5,111.285842895508,90,53.9342041015625,15.7833389282227,6.18846321105957,"Niedersachsen ",120,10.1333,52.0167,"Weser-Leinebergland ","Bockenem (Ph) ",95
8018,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,119.41674041748,92.336311340332,36.3294563293457,12.9338180541992,2.93351860046387,"Niedersachsen ",110,10.15,52.0833,"Weser-Leinebergland ","Holle b. Hildesheim ",120
8018,2024,10,311,5,20240407,1,2024-04-07,2024,4,7,112.104591369629,90,56.6589126586914,15.8338180541992,6.23351860046387,"Niedersachsen ",110,10.15,52.0833,"Weser-Leinebergland ","Holle b. Hildesheim ",97
8053,2023,10,311,5,20230507,1,2023-05-07,2023,5,7,116.630271911621,94.4158477783203,44.6723251342773,12.4635643005371,2.67221431732178,"Niedersachsen ",150,10.1667,51.7,"Weser-Leinebergland ","Dorste",127
8053,2024,10,311,5,20240406,1,2024-04-06,2024,4,6,110.678207397461,90.1936645507812,72.8650207519531,15.5635650634766,5.67221450805664,"Niedersachsen ",150,10.1667,51.7,"Weser-Leinebergland ","Dorste",96
8064,2023,10,311,5,20230501,1,2023-05-01,2023,5,1,115.974349975586,96.8558120727539,52.6291236877441,11.3744895935059,1.91153240203857,"Niedersachsen ",240,10.0667,51.8167,"Weser-Leinebergland ","Wiershausen ",121
8064,2024,10,311,5,20240407,1,2024-04-07,2024,4,7,109.950981140137,94.3704452514648,82.4853057861328,14.3744888305664,5.21153259277344,"Niedersachsen ",240,10.0667,51.8167,"Weser-Leinebergland ","Wiershausen ",97
8072,2023,10,311,5,20230506,1,2023-05-06,2023,5,6,120.593307495117,92,33,13.1371459960938,3,"Niedersachsen ",70,10.0667,52.25,"Niedersächsische Börden ","Soßmar",126
8072,2024,10,311,5,20240407,1,2024-04-07,2024,4,7,111.442535400391,90.6989288330078,54,15.6371459960938,6.4,"Niedersachsen ",70,10.0667,52.25,"Niedersächsische Börden ","Soßmar",97
8085,2025,1,311,5,20250414,1,2025-04-14,2025,4,14,139.885131835938,66,24,17.1,4.69815330505371,"Niedersachsen ",40,10.3788,53.2449,"Lüneburger Heide","Lüneburg (Ph) ",104
8099,2023,10,311,5,20230424,1,2023-04-24,2023,4,24,119.927192687988,92,28,13.3,3,"Niedersachsen ",40,10.1167,52.6,"Weser-Aller-Flachland ","Altencelle",114
8099,2024,10,311,5,20240407,1,2024-04-07,2024,4,7,106.468162536621,91,56.5616455078125,15.8,6.30585632324219,"Niedersachsen ",40,10.1167,52.6,"Weser-Aller-Flachland ","Altencelle",97
8099,2025,1,311,5,20250412,1,2025-04-12,2025,4,12,140.611709594727,65,25.3047409057617,17.5,4.5,"Niedersachsen ",40,10.1167,52.6,"Weser-Aller-Flachland ","Altencelle",102
8104,2023,10,311,5,20230512,1,2023-05-12,2023,5,12,120.704696655273,93,33.4543151855469,12.9,2.8,"Niedersachsen ",70,10.2244,52.7344,"Lüneburger Heide","Eschede (Ph)",132
8104,2024,10,311,5,20240329,1,2024-03-29,2024,3,29,105.534645080566,93,64.9400177001953,15.3,6,"Niedersachsen ",70,10.2244,52.7344,"Lüneburger Heide","Eschede (Ph)",88
8111,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,119.931648254395,92,29,13.3,3,"Niedersachsen ",40,10.15,52.6167,"Weser-Aller-Flachland ","Lachtehausen",120
8111,2024,10,311,5,20240408,1,2024-04-08,2024,4,8,106.650238037109,91,58.9774742126465,15.8,6.3,"Niedersachsen ",40,10.15,52.6167,"Weser-Aller-Flachland ","Lachtehausen",98
8135,2023,10,311,5,20230428,1,2023-04-28,2023,4,28,127.247024536133,94,39.3882369995117,12.9271530151367,2.88877086639404,"Niedersachsen ",60,9.5333,52.95,"Stader Geest","Stellichte",118
8135,2024,10,311,5,20240410,1,2024-04-10,2024,4,10,108.146133422852,97,71.6985321044922,14.8271530151367,6.08877067565918,"Niedersachsen ",60,9.5333,52.95,"Stader Geest","Stellichte",100
8151,2023,10,311,5,20230425,1,2023-04-25,2023,4,25,118.708290100098,92,32.8434638977051,13.2,3.04217319488525,"Niedersachsen ",50,10.35,52.5333,"Weser-Aller-Flachland ","Müden/Aller ",115
8151,2024,10,311,5,20240401,1,2024-04-01,2024,4,1,109.798774719238,90,58.4217300415039,15.8,6.3,"Niedersachsen ",50,10.35,52.5333,"Weser-Aller-Flachland ","Müden/Aller ",91
8157,2023,10,311,5,20230427,1,2023-04-27,2023,4,27,119.007675170898,93,33,12.9797424316406,2.77885475158691,"Niedersachsen ",70,10.4,52.6833,"Lüneburger Heide","Steinhorst/Nieders. ",117
8166,2025,1,311,5,20250414,1,2025-04-14,2025,4,14,137.86083984375,67,31,16.3957229614258,4.61108589172363,"Niedersachsen ",75,9.8833,53.3333,"Lüneburger Heide","Buchholz i.d. Nordheide ",104
8202,2025,1,311,5,20250411,1,2025-04-11,2025,4,11,141.130386352539,65,26,17.4,4.39920082092285,"Niedersachsen ",13,11.1,53.1,"Altmark ","Dannenberg/Elbe ",101
8243,2023,10,311,5,20230505,1,2023-05-05,2023,5,5,121.068984985352,93,39.0743865966797,12.6177322387695,2.49256114959717,"Niedersachsen ",50,10.85,53.15,"Lüneburger Heide","Pommoissel",125
8243,2024,10,311,5,20240411,1,2024-04-11,2024,4,11,111.23974609375,93,76.5709609985352,15.0177322387695,5.59256134033203,"Niedersachsen ",50,10.85,53.15,"Lüneburger Heide","Pommoissel",101
8261,2023,10,311,5,20230422,1,2023-04-22,2023,4,22,122.144897460938,92,39.3934097290039,12.9512466430664,2.7,"Niedersachsen ",50,10.6,53.1333,"Lüneburger Heide","Altenmedingen ",112
8261,2024,10,311,5,20240411,1,2024-04-11,2024,4,11,109.904823303223,93,74.9404754638672,15.2512466430664,5.8,"Niedersachsen ",50,10.6,53.1333,"Lüneburger Heide","Altenmedingen ",101
8261,2025,1,311,5,20250415,1,2025-04-15,2025,4,15,140.024108886719,66,27.5856704711914,17.0512466430664,4.5,"Niedersachsen ",50,10.6,53.1333,"Lüneburger Heide","Altenmedingen ",105
8279,2023,10,311,5,20230424,1,2023-04-24,2023,4,24,120.56664276123,92,33,12.9274032592773,2.63789348602295,"Niedersachsen ",70,10.6333,52.8,"Lüneburger Heide","Röhrsen ",114
8279,2024,10,311,5,20240410,1,2024-04-10,2024,4,10,109.802978515625,91,64.2117309570312,15.4,5.86529769897461,"Niedersachsen ",70,10.6333,52.8,"Lüneburger Heide","Röhrsen ",100
8285,2023,10,311,5,20230502,1,2023-05-02,2023,5,2,122.404365539551,92,33,13.4,2.3,"Niedersachsen ",40,10.5667,52.9667,"Lüneburger Heide","Uelzen (Ph) ",122
8285,2024,10,311,5,20240410,1,2024-04-10,2024,4,10,109.653312683105,92,64.132942199707,15.5,5.7,"Niedersachsen ",40,10.5667,52.9667,"Lüneburger Heide","Uelzen (Ph) ",100
8293,2023,10,311,5,20230423,1,2023-04-23,2023,4,23,119.247970581055,96,66.391242980957,12.7,2.71637363433838,"Niedersachsen ",5,9.1333,53.4833,"Stader Geest","Bremervörde (Ph)",113
8293,2024,10,311,5,20240409,1,2024-04-09,2024,4,9,102.343475341797,100,91.6532821655273,14.4855514526367,5.99807548522949,"Niedersachsen ",5,9.1333,53.4833,"Stader Geest","Bremervörde (Ph)",99
8293,2025,1,311,5,20250416,1,2025-04-16,2025,4,16,134.165863037109,67,22,16.473796081543,3.81637382507324,"Niedersachsen ",5,9.1333,53.4833,"Stader Geest","Bremervörde (Ph)",106
8297,2024,10,311,5,20240508,1,2024-05-08,2024,5,8,106.048217773438,98,86.3240737915039,14.5163345336914,5.81633415222168,"Niedersachsen ",30,9.5,53.2833,"Stader Geest","Sittensen ",128
8301,2023,10,311,5,20230505,1,2023-05-05,2023,5,5,119.331031799316,95.2039566040039,66.6178817749023,12.7,2.7,"Niedersachsen ",5,9.1167,53.45,"Stader Geest","Spreckens ",125
8301,2024,10,311,5,20240420,1,2024-04-20,2024,4,20,102.451583862305,100,90.6450958251953,14.5,6,"Niedersachsen ",5,9.1167,53.45,"Stader Geest","Spreckens ",110
8304,2023,10,311,5,20230506,1,2023-05-06,2023,5,6,119.039978027344,97,66.2936630249023,12.1091102600098,4.12319984436035,"Niedersachsen ",2,8.7667,53.8167,"Unterelbeniederung","Altenbruch",126
8304,2024,10,311,5,20240420,1,2024-04-20,2024,4,20,100.293327331543,102,94.0294342041016,13.7,6.29088973999023,"Niedersachsen ",2,8.7667,53.8167,"Unterelbeniederung","Altenbruch",110
8333,2023,10,311,5,20230427,1,2023-04-27,2023,4,27,125.837921142578,94.1256713867188,42.6070785522461,13.1,3.1,"Niedersachsen ",25,9.3167,53.0667,"Stader Geest","Ahausen (Ph)",117
8333,2024,10,311,5,20240408,1,2024-04-08,2024,4,8,107.748085021973,98,81.2141571044922,14.8,6.1,"Niedersachsen ",25,9.3167,53.0667,"Stader Geest","Ahausen (Ph)",98
8348,2023,10,311,5,20230430,1,2023-04-30,2023,4,30,121.627586364746,95,51.0810508728027,12.5823463439941,3.10508289337158,"Niedersachsen ",20,9.5167,53.5667,"Stader Geest","Agathenburg ",120
8348,2024,10,311,5,20240412,1,2024-04-12,2024,4,12,102.93684387207,99,75.1765365600586,14.3823455810547,5.60508270263672,"Niedersachsen ",20,9.5167,53.5667,"Stader Geest","Agathenburg ",102
8360,2024,10,311,5,20240402,1,2024-04-02,2024,4,2,103.03978729248,99.8013153076172,80,14.2869903564453,5.68699073791504,"Niedersachsen ",25,9.4833,53.5167,"Stader Geest","Helmste ",92
